Userid,register_time,country,,,,
23842,3/13/17,TW,,,,
23846,3/7/17,PH,,,,
23848,3/30/17,TH,,,,
23857,2/1/17,MY,,,,
23867,6/1/17,SG,,,,
23871,1/8/17,VN,,,,
23880,2/26/17,SG,,,,
23882,1/1/17,TH,,,,
23889,2/18/17,TW,,,,
23891,4/5/17,TW,,,,
23899,4/6/17,PH,,,,
23909,5/14/17,VN,,,,
23919,2/21/17,PH,,,,
23928,1/28/17,SG,,,,
23932,4/3/17,TH,,,,
23938,1/24/17,TH,,,,
23945,2/23/17,PH,,,,
23954,2/1/17,SG,,,,
23962,3/28/17,MY,,,,
23971,3/29/17,TH,,,,
23975,1/9/17,SG,,,,
23976,3/3/17,MY,,,,
23979,1/9/17,PH,,,,
23985,6/1/17,SG,,,,
23987,5/22/17,PH,,,,
23996,1/25/17,TW,,,,
24005,2/19/17,PH,,,,
24011,4/13/17,SG,,,,
24016,1/23/17,TH,,,,
24021,3/26/17,PH,,,,
24023,5/4/17,TH,,,,
24030,5/27/17,MY,,,,
24032,3/7/17,TW,,,,
24036,5/16/17,TW,,,,
24041,2/2/17,TH,,,,
24046,5/13/17,ID,,,,
24053,2/24/17,PH,,,,
24059,2/26/17,PH,,,,
24061,3/17/17,VN,,,,
24063,4/29/17,MY,,,,
24072,5/23/17,TH,,,,
24078,4/7/17,TW,,,,
24086,5/25/17,VN,,,,
24094,5/19/17,VN,,,,
24102,5/28/17,VN,,,,
24103,1/13/17,TW,,,,
24104,5/23/17,TW,,,,
24113,3/26/17,TW,,,,
24119,3/16/17,MY,,,,
24124,2/8/17,TW,,,,
24129,2/18/17,ID,,,,
24134,1/2/17,PH,,,,
24142,2/7/17,SG,,,,
24144,2/27/17,TW,,,,
24148,3/23/17,ID,,,,
24151,3/6/17,ID,,,,
24159,3/19/17,TH,,,,
24164,4/16/17,ID,,,,
24165,5/20/17,TW,,,,
24168,4/23/17,PH,,,,
24169,4/6/17,SG,,,,
24178,4/11/17,VN,,,,
24186,2/9/17,MY,,,,
24188,2/27/17,ID,,,,
24194,2/23/17,MY,,,,
24196,4/14/17,MY,,,,
24205,3/10/17,SG,,,,
24209,2/1/17,PH,,,,
24217,1/25/17,TH,,,,
24225,1/26/17,MY,,,,
24235,2/16/17,VN,,,,
24243,1/22/17,ID,,,,
24251,2/12/17,ID,,,,
24257,2/26/17,TW,,,,
24260,4/2/17,TW,,,,
24266,5/25/17,PH,,,,
24271,2/13/17,SG,,,,
24277,3/7/17,VN,,,,
24278,3/5/17,PH,,,,
24286,1/7/17,TH,,,,
24291,4/14/17,MY,,,,
24301,1/30/17,MY,,,,
24305,2/13/17,PH,,,,
24307,5/17/17,MY,,,,
24309,2/20/17,ID,,,,
24315,1/30/17,VN,,,,
24320,1/9/17,ID,,,,
24325,4/6/17,TH,,,,
24329,5/28/17,ID,,,,
24338,3/27/17,SG,,,,
24347,2/23/17,SG,,,,
24349,4/26/17,PH,,,,
24353,1/14/17,VN,,,,
24357,1/3/17,VN,,,,
24360,1/21/17,VN,,,,
24361,1/12/17,ID,,,,
24363,2/28/17,MY,,,,
24364,3/28/17,ID,,,,
24368,1/15/17,ID,,,,
24370,1/1/17,SG,,,,
24378,3/5/17,ID,,,,
24387,1/9/17,PH,,,,
24388,2/7/17,SG,,,,
24389,1/20/17,SG,,,,
24395,3/11/17,MY,,,,
24399,3/26/17,ID,,,,
24407,2/8/17,TW,,,,
24411,3/8/17,MY,,,,
24413,3/15/17,VN,,,,
24419,1/19/17,SG,,,,
24420,5/4/17,VN,,,,
24426,1/2/17,TH,,,,
24429,2/1/17,PH,,,,
24431,1/4/17,TH,,,,
24437,5/16/17,MY,,,,
24447,2/11/17,SG,,,,
24448,5/27/17,ID,,,,
24457,4/7/17,SG,,,,
24464,1/15/17,TW,,,,
24472,5/8/17,SG,,,,
24474,5/9/17,PH,,,,
24479,3/22/17,MY,,,,
24482,2/10/17,SG,,,,
24490,3/11/17,VN,,,,
24491,5/23/17,PH,,,,
24499,1/13/17,SG,,,,
24500,5/28/17,ID,,,,
24505,1/19/17,PH,,,,
24514,2/10/17,TH,,,,
24521,1/7/17,PH,,,,
24522,2/22/17,PH,,,,
24528,2/10/17,VN,,,,
24537,2/26/17,TH,,,,
24540,2/4/17,TW,,,,
24548,1/20/17,SG,,,,
24557,4/11/17,ID,,,,
24566,1/7/17,TH,,,,
24569,5/24/17,TH,,,,
24576,5/29/17,ID,,,,
24584,3/19/17,TW,,,,
24593,2/20/17,ID,,,,
24595,1/24/17,TH,,,,
24603,5/13/17,PH,,,,
24608,2/7/17,ID,,,,
24617,3/27/17,VN,,,,
24622,4/30/17,TW,,,,
24626,2/25/17,ID,,,,
24631,3/8/17,PH,,,,
24637,2/21/17,SG,,,,
24638,2/17/17,VN,,,,
24642,3/14/17,SG,,,,
24648,3/18/17,VN,,,,
24655,3/13/17,TH,,,,
24657,4/10/17,ID,,,,
24663,5/2/17,ID,,,,
24665,3/2/17,MY,,,,
24674,3/14/17,TH,,,,
24684,5/8/17,TW,,,,
24690,1/19/17,TW,,,,
24696,4/30/17,TW,,,,
24703,5/2/17,MY,,,,
24707,1/11/17,MY,,,,
24717,2/26/17,TH,,,,
24723,4/23/17,SG,,,,
24726,4/19/17,VN,,,,
24728,1/25/17,SG,,,,
24729,5/5/17,TW,,,,
24735,3/28/17,MY,,,,
24741,4/11/17,MY,,,,
24745,4/6/17,SG,,,,
24750,4/27/17,PH,,,,
24760,2/14/17,VN,,,,
24768,2/9/17,MY,,,,
24776,1/24/17,MY,,,,
24785,1/1/17,TW,,,,
24788,3/3/17,TH,,,,
24792,4/21/17,VN,,,,
24802,3/29/17,SG,,,,
24803,4/14/17,MY,,,,
24811,5/15/17,VN,,,,
24814,2/27/17,TH,,,,
24816,5/24/17,TW,,,,
24818,3/5/17,VN,,,,
24822,2/23/17,TW,,,,
24827,5/18/17,SG,,,,
24834,5/13/17,TW,,,,
24844,2/18/17,MY,,,,
24846,5/17/17,VN,,,,
24847,5/14/17,ID,,,,
24854,3/18/17,SG,,,,
24863,3/9/17,PH,,,,
24868,5/20/17,TW,,,,
24870,3/6/17,PH,,,,
24873,5/10/17,VN,,,,
24882,5/25/17,MY,,,,
24891,2/25/17,VN,,,,
24892,5/30/17,TW,,,,
24898,2/26/17,TW,,,,
24901,2/25/17,TH,,,,
24902,4/23/17,TW,,,,
24909,4/22/17,TH,,,,
24918,3/12/17,PH,,,,
24926,2/26/17,TH,,,,
24936,2/14/17,TW,,,,
24939,5/22/17,MY,,,,
24943,3/14/17,VN,,,,
24950,3/22/17,ID,,,,
24959,4/29/17,TH,,,,
24969,1/26/17,ID,,,,
24972,4/21/17,TH,,,,
24980,3/16/17,SG,,,,
24990,5/12/17,VN,,,,
24993,2/26/17,MY,,,,
25002,3/11/17,MY,,,,
25005,4/6/17,MY,,,,
25009,4/22/17,TW,,,,
25010,5/6/17,TW,,,,
25015,5/23/17,PH,,,,
25018,3/21/17,TH,,,,
25019,4/6/17,SG,,,,
25020,4/30/17,TH,,,,
25021,4/12/17,TW,,,,
25031,2/13/17,ID,,,,
25037,1/14/17,TW,,,,
25045,5/12/17,VN,,,,
25048,5/25/17,TH,,,,
25053,3/25/17,MY,,,,
25062,5/4/17,TH,,,,
25064,3/12/17,SG,,,,
25073,1/23/17,TW,,,,
25074,4/18/17,VN,,,,
25075,3/15/17,TW,,,,
25084,1/6/17,TH,,,,
25092,5/12/17,TW,,,,
25102,2/10/17,VN,,,,
25103,4/4/17,PH,,,,
25106,1/11/17,VN,,,,
25116,3/13/17,SG,,,,
25120,4/6/17,TW,,,,
25130,5/9/17,TH,,,,
25133,1/1/17,SG,,,,
25140,3/18/17,PH,,,,
25147,3/24/17,TH,,,,
25156,1/4/17,MY,,,,
25165,1/29/17,PH,,,,
25166,2/2/17,SG,,,,
25173,2/21/17,ID,,,,
25174,1/6/17,TH,,,,
25181,4/2/17,SG,,,,
25189,1/22/17,PH,,,,
25197,3/13/17,TH,,,,
25207,1/21/17,MY,,,,
25217,3/28/17,ID,,,,
25222,5/9/17,ID,,,,
25225,5/19/17,TH,,,,
25227,3/9/17,MY,,,,
25230,3/21/17,TH,,,,
25239,1/15/17,TH,,,,
25246,5/6/17,VN,,,,
25250,3/1/17,ID,,,,
25255,1/19/17,VN,,,,
25263,4/11/17,SG,,,,
25267,4/21/17,TW,,,,
25275,4/26/17,MY,,,,
25278,1/4/17,TH,,,,
25286,2/24/17,PH,,,,
25292,2/7/17,PH,,,,
25294,5/30/17,MY,,,,
25295,3/18/17,SG,,,,
25298,2/22/17,TW,,,,
25304,3/27/17,TH,,,,
25314,5/29/17,ID,,,,
25316,1/16/17,PH,,,,
25323,2/12/17,ID,,,,
25333,5/20/17,PH,,,,
25335,2/27/17,ID,,,,
25345,1/28/17,TH,,,,
25349,3/30/17,MY,,,,
25356,2/23/17,MY,,,,
25358,3/12/17,TW,,,,
25367,4/14/17,TW,,,,
25375,5/12/17,TH,,,,
25385,3/19/17,ID,,,,
25388,1/24/17,VN,,,,
25394,4/27/17,PH,,,,
25404,3/20/17,MY,,,,
25410,3/31/17,MY,,,,
25417,3/4/17,ID,,,,
25426,5/24/17,ID,,,,
25432,5/15/17,PH,,,,
25436,3/15/17,SG,,,,
25437,1/2/17,MY,,,,
25441,3/3/17,TW,,,,
25447,3/27/17,VN,,,,
25449,4/22/17,TH,,,,
25450,3/18/17,TW,,,,
25455,5/12/17,MY,,,,
25456,3/3/17,MY,,,,
25463,2/20/17,PH,,,,
25466,1/7/17,PH,,,,
25467,1/12/17,PH,,,,
25472,5/20/17,MY,,,,
25478,3/22/17,VN,,,,
25487,4/20/17,TW,,,,
25494,3/21/17,VN,,,,
25495,5/6/17,VN,,,,
25499,1/15/17,ID,,,,
25500,1/28/17,TH,,,,
25505,2/18/17,VN,,,,
25515,5/2/17,TH,,,,
25523,4/16/17,TW,,,,
25528,3/27/17,VN,,,,
25529,3/3/17,ID,,,,
25536,1/1/17,VN,,,,
25538,2/8/17,TW,,,,
25545,3/12/17,TH,,,,
25548,3/21/17,VN,,,,
25551,4/18/17,PH,,,,
25554,1/18/17,SG,,,,
25558,5/31/17,SG,,,,
25564,5/23/17,VN,,,,
25574,5/12/17,TW,,,,
25582,4/29/17,ID,,,,
25586,1/8/17,TH,,,,
25588,3/17/17,TW,,,,
25595,4/23/17,TH,,,,
25602,3/2/17,MY,,,,
25610,1/30/17,SG,,,,
25614,5/5/17,MY,,,,
25619,4/14/17,SG,,,,
25624,2/9/17,TH,,,,
25625,4/27/17,VN,,,,
25627,3/23/17,VN,,,,
25635,1/10/17,SG,,,,
25638,5/26/17,VN,,,,
25648,4/3/17,TW,,,,
25651,5/18/17,VN,,,,
25658,2/9/17,TH,,,,
25660,4/21/17,PH,,,,
25669,4/3/17,ID,,,,
25676,4/5/17,SG,,,,
25684,1/19/17,PH,,,,
25694,3/8/17,TH,,,,
25698,2/25/17,PH,,,,
25701,3/27/17,ID,,,,
25711,6/1/17,SG,,,,
25718,1/30/17,PH,,,,
25726,5/22/17,TH,,,,
25727,4/10/17,MY,,,,
25732,2/21/17,TH,,,,
25738,4/19/17,TH,,,,
25747,4/11/17,TW,,,,
25752,1/14/17,VN,,,,
25753,3/21/17,ID,,,,
25759,2/16/17,PH,,,,
25763,5/22/17,TH,,,,
25764,4/9/17,VN,,,,
25771,4/8/17,PH,,,,
25773,4/20/17,PH,,,,
25776,3/17/17,TH,,,,
25783,3/30/17,ID,,,,
25784,1/2/17,MY,,,,
25792,1/12/17,TW,,,,
25795,4/3/17,ID,,,,
25804,2/22/17,SG,,,,
25806,2/10/17,PH,,,,
25816,2/26/17,PH,,,,
25824,1/20/17,MY,,,,
25831,4/23/17,TH,,,,
25832,4/30/17,ID,,,,
25841,1/27/17,ID,,,,
25842,5/26/17,TH,,,,
25852,2/15/17,PH,,,,
25856,1/24/17,ID,,,,
25858,2/27/17,MY,,,,
25867,1/16/17,TH,,,,
25876,2/25/17,MY,,,,
25883,5/11/17,PH,,,,
25885,3/7/17,SG,,,,
25886,1/2/17,VN,,,,
25889,3/2/17,PH,,,,
25894,1/25/17,VN,,,,
25902,3/2/17,TW,,,,
25903,3/14/17,VN,,,,
25905,3/11/17,SG,,,,
25907,4/8/17,PH,,,,
25913,2/12/17,TW,,,,
25920,1/7/17,VN,,,,
25924,2/5/17,TW,,,,
25932,5/23/17,VN,,,,
25940,4/26/17,SG,,,,
25948,1/1/17,SG,,,,
25952,1/30/17,ID,,,,
25958,1/21/17,ID,,,,
25966,1/27/17,VN,,,,
25971,2/2/17,PH,,,,
25979,3/31/17,VN,,,,
25982,6/1/17,TW,,,,
25990,2/10/17,VN,,,,
25995,1/4/17,TH,,,,
26003,2/27/17,ID,,,,
26010,4/5/17,TW,,,,
26014,4/2/17,SG,,,,
26021,3/24/17,TH,,,,
26022,1/23/17,PH,,,,
26027,3/19/17,SG,,,,
26029,2/25/17,SG,,,,
26032,1/16/17,TW,,,,
26035,5/30/17,MY,,,,
26042,5/22/17,PH,,,,
26043,2/18/17,PH,,,,
26045,3/27/17,ID,,,,
26055,5/14/17,PH,,,,
26064,1/17/17,SG,,,,
26072,1/8/17,PH,,,,
26078,4/25/17,PH,,,,
26088,4/16/17,TH,,,,
26093,4/19/17,VN,,,,
26099,3/13/17,SG,,,,
26108,3/5/17,TW,,,,
26111,4/25/17,SG,,,,
26117,5/10/17,VN,,,,
26119,5/11/17,PH,,,,
26129,4/4/17,VN,,,,
26137,3/29/17,TW,,,,
26147,2/26/17,ID,,,,
26152,3/23/17,TW,,,,
26155,5/12/17,TH,,,,
26160,1/26/17,SG,,,,
26162,2/3/17,VN,,,,
26164,2/27/17,TH,,,,
26166,5/30/17,TH,,,,
26175,1/19/17,SG,,,,
26178,3/24/17,ID,,,,
26185,2/22/17,MY,,,,
26190,3/18/17,SG,,,,
26197,1/18/17,VN,,,,
26203,4/16/17,TH,,,,
26212,5/15/17,PH,,,,
26216,3/2/17,SG,,,,
26226,5/31/17,MY,,,,
26227,2/16/17,TW,,,,
26232,3/3/17,ID,,,,
26239,4/20/17,ID,,,,
26246,4/20/17,TH,,,,
26250,2/1/17,MY,,,,
26257,1/25/17,TW,,,,
26265,4/17/17,SG,,,,
26268,5/27/17,MY,,,,
26277,3/4/17,ID,,,,
26282,1/21/17,ID,,,,
26283,1/11/17,SG,,,,
26292,4/4/17,PH,,,,
26296,4/9/17,SG,,,,
26304,3/29/17,VN,,,,
26306,3/18/17,ID,,,,
26309,1/9/17,PH,,,,
26315,1/19/17,VN,,,,
26316,4/12/17,PH,,,,
26321,3/21/17,SG,,,,
26331,1/2/17,SG,,,,
26334,3/21/17,VN,,,,
26340,4/16/17,PH,,,,
26346,5/13/17,SG,,,,
26349,4/29/17,PH,,,,
26355,1/12/17,PH,,,,
26365,2/8/17,TW,,,,
26374,5/4/17,TH,,,,
26377,4/13/17,ID,,,,
26385,5/4/17,PH,,,,
26391,1/11/17,MY,,,,
26396,3/3/17,PH,,,,
26404,4/3/17,VN,,,,
26413,5/1/17,PH,,,,
26421,1/22/17,SG,,,,
26424,1/23/17,TW,,,,
26433,1/31/17,SG,,,,
26442,1/6/17,TH,,,,
26452,1/19/17,VN,,,,
26456,5/7/17,PH,,,,
26465,1/27/17,VN,,,,
26474,1/4/17,SG,,,,
26479,3/17/17,MY,,,,
26486,1/9/17,PH,,,,
26496,5/24/17,TW,,,,
26505,1/7/17,TW,,,,
26508,4/25/17,VN,,,,
26511,4/5/17,PH,,,,
26521,3/25/17,VN,,,,
26527,3/19/17,PH,,,,
26536,1/26/17,SG,,,,
26537,2/7/17,MY,,,,
26538,5/21/17,ID,,,,
26547,1/20/17,MY,,,,
26555,4/20/17,SG,,,,
26559,4/13/17,PH,,,,
26564,4/16/17,VN,,,,
26574,4/11/17,PH,,,,
26575,5/5/17,VN,,,,
26576,4/24/17,VN,,,,
26579,1/21/17,SG,,,,
26587,4/5/17,TH,,,,
26588,5/12/17,VN,,,,
26590,5/17/17,MY,,,,
26598,3/6/17,ID,,,,
26604,2/10/17,TW,,,,
26606,3/25/17,VN,,,,
26615,5/21/17,TW,,,,
26620,3/25/17,VN,,,,
26622,5/6/17,PH,,,,
26630,3/2/17,TW,,,,
26632,2/16/17,ID,,,,
26636,4/3/17,MY,,,,
26643,5/18/17,ID,,,,
26645,1/9/17,SG,,,,
26649,5/23/17,TH,,,,
26654,3/26/17,SG,,,,
26661,1/2/17,VN,,,,
26666,5/6/17,VN,,,,
26673,3/5/17,MY,,,,
26680,4/13/17,PH,,,,
26687,3/20/17,SG,,,,
26688,3/3/17,MY,,,,
26690,4/3/17,TH,,,,
26691,2/6/17,VN,,,,
26701,3/1/17,MY,,,,
26710,2/18/17,MY,,,,
26716,4/16/17,TW,,,,
26718,1/16/17,VN,,,,
26725,1/19/17,VN,,,,
26726,5/3/17,PH,,,,
26727,2/6/17,VN,,,,
26730,2/5/17,PH,,,,
26737,1/3/17,PH,,,,
26744,4/11/17,TW,,,,
26753,4/16/17,PH,,,,
26760,3/14/17,TW,,,,
26763,4/21/17,ID,,,,
26769,2/10/17,SG,,,,
26772,3/8/17,TW,,,,
26773,2/12/17,ID,,,,
26781,3/14/17,ID,,,,
26791,1/7/17,ID,,,,
26801,1/25/17,TW,,,,
26802,3/21/17,PH,,,,
26806,3/30/17,VN,,,,
26814,3/25/17,ID,,,,
26823,2/19/17,PH,,,,
26830,5/17/17,SG,,,,
26838,3/2/17,VN,,,,
26843,5/26/17,PH,,,,
26848,4/9/17,TH,,,,
26853,2/14/17,ID,,,,
26858,4/15/17,MY,,,,
26865,2/1/17,ID,,,,
26874,3/29/17,PH,,,,
26883,3/11/17,ID,,,,
26888,1/10/17,ID,,,,
26897,5/27/17,ID,,,,
26905,5/15/17,MY,,,,
26908,3/9/17,PH,,,,
26913,5/2/17,SG,,,,
26919,1/25/17,PH,,,,
26927,1/10/17,VN,,,,
26935,2/18/17,ID,,,,
26944,4/24/17,TH,,,,
26945,2/8/17,SG,,,,
26947,1/28/17,ID,,,,
26956,4/29/17,TW,,,,
26958,4/11/17,SG,,,,
26967,3/2/17,ID,,,,
26971,4/2/17,VN,,,,
26975,4/8/17,PH,,,,
26978,1/12/17,PH,,,,
26986,4/2/17,TW,,,,
26995,2/7/17,TW,,,,
27005,3/4/17,ID,,,,
27007,4/15/17,TW,,,,
27013,2/24/17,ID,,,,
27018,3/15/17,MY,,,,
27020,5/13/17,TH,,,,
27023,3/10/17,PH,,,,
27028,5/18/17,ID,,,,
27037,1/18/17,TH,,,,
27040,4/12/17,PH,,,,
27043,2/6/17,VN,,,,
27050,4/28/17,SG,,,,
27051,5/7/17,MY,,,,
27055,2/28/17,ID,,,,
27065,5/14/17,PH,,,,
27069,1/18/17,TH,,,,
27078,1/18/17,SG,,,,
27082,5/12/17,PH,,,,
27084,5/28/17,ID,,,,
27094,1/10/17,PH,,,,
27098,1/22/17,ID,,,,
27101,5/6/17,TH,,,,
27107,5/20/17,SG,,,,
27113,1/25/17,TH,,,,
27116,1/24/17,VN,,,,
27121,3/21/17,MY,,,,
27123,3/11/17,SG,,,,
27127,1/28/17,ID,,,,
27131,2/9/17,TH,,,,
27141,5/22/17,PH,,,,
27149,4/30/17,TW,,,,
27157,4/8/17,TH,,,,
27158,1/23/17,ID,,,,
27163,1/25/17,PH,,,,
27166,5/5/17,TW,,,,
27170,3/5/17,ID,,,,
27171,5/29/17,TH,,,,
27181,1/11/17,SG,,,,
27184,2/20/17,ID,,,,
27193,5/10/17,VN,,,,
27198,1/9/17,ID,,,,
27199,1/21/17,ID,,,,
27209,3/1/17,TW,,,,
27216,2/5/17,MY,,,,
27222,5/23/17,TW,,,,
27225,4/8/17,ID,,,,
27226,1/23/17,TH,,,,
27227,5/30/17,MY,,,,
27235,1/9/17,PH,,,,
27241,3/29/17,PH,,,,
27242,2/26/17,MY,,,,
27251,1/15/17,TW,,,,
27257,1/20/17,ID,,,,
27264,2/5/17,TH,,,,
27273,1/17/17,PH,,,,
27277,4/14/17,SG,,,,
27279,3/26/17,VN,,,,
27286,3/2/17,PH,,,,
27290,4/8/17,ID,,,,
27298,1/13/17,VN,,,,
27306,5/24/17,TH,,,,
27316,5/31/17,SG,,,,
27318,2/23/17,ID,,,,
27328,4/1/17,SG,,,,
27334,4/3/17,TH,,,,
27336,2/13/17,VN,,,,
27338,2/18/17,MY,,,,
27340,2/10/17,ID,,,,
27344,3/18/17,SG,,,,
27351,2/17/17,MY,,,,
27359,5/8/17,PH,,,,
27367,3/23/17,ID,,,,
27377,4/18/17,VN,,,,
27387,3/15/17,ID,,,,
27395,3/3/17,SG,,,,
27404,5/14/17,ID,,,,
27411,2/12/17,MY,,,,
27421,2/13/17,PH,,,,
27429,4/9/17,SG,,,,
27435,3/5/17,TW,,,,
27442,2/25/17,MY,,,,
27445,2/1/17,PH,,,,
27447,1/23/17,TH,,,,
27454,3/13/17,SG,,,,
27462,1/2/17,ID,,,,
27471,1/28/17,PH,,,,
27476,1/29/17,VN,,,,
27480,5/11/17,ID,,,,
27487,3/17/17,MY,,,,
27492,5/2/17,SG,,,,
27497,1/28/17,PH,,,,
27507,4/6/17,SG,,,,
27511,4/18/17,TW,,,,
27516,3/27/17,ID,,,,
27526,3/23/17,TW,,,,
27535,5/19/17,SG,,,,
27544,4/2/17,TW,,,,
27548,3/8/17,MY,,,,
27555,4/3/17,ID,,,,
27560,3/16/17,TW,,,,
27563,2/12/17,VN,,,,
27571,3/16/17,VN,,,,
27576,2/20/17,ID,,,,
27580,5/10/17,VN,,,,
27586,1/14/17,SG,,,,
27595,3/18/17,PH,,,,
27602,3/23/17,MY,,,,
27604,5/27/17,TW,,,,
27605,6/1/17,VN,,,,
27611,3/18/17,PH,,,,
27612,2/1/17,SG,,,,
27619,2/20/17,TH,,,,
27628,4/1/17,PH,,,,
27632,5/21/17,ID,,,,
27639,3/25/17,SG,,,,
27642,1/6/17,TW,,,,
27650,3/6/17,MY,,,,
27658,4/21/17,ID,,,,
27659,4/8/17,TH,,,,
27663,5/21/17,ID,,,,
27664,5/14/17,ID,,,,
27670,2/12/17,TH,,,,
27676,2/20/17,VN,,,,
27683,5/4/17,VN,,,,
27693,5/26/17,MY,,,,
27697,3/30/17,TW,,,,
27702,5/29/17,TH,,,,
27712,5/11/17,MY,,,,
27718,1/11/17,PH,,,,
27725,4/9/17,PH,,,,
27731,5/19/17,PH,,,,
27739,1/25/17,VN,,,,
27747,4/21/17,TW,,,,
27757,1/25/17,SG,,,,
27764,2/8/17,MY,,,,
27773,3/23/17,SG,,,,
27783,5/10/17,TH,,,,
27786,5/24/17,MY,,,,
27794,3/28/17,PH,,,,
27802,4/25/17,PH,,,,
27811,3/24/17,TH,,,,
27817,3/4/17,TH,,,,
27826,3/31/17,MY,,,,
27827,4/12/17,ID,,,,
27835,4/14/17,VN,,,,
27836,3/13/17,TH,,,,
27838,2/24/17,MY,,,,
27844,2/11/17,VN,,,,
27851,3/18/17,VN,,,,
27856,2/23/17,PH,,,,
27858,6/1/17,ID,,,,
27860,2/23/17,MY,,,,
27861,2/7/17,TW,,,,
27871,5/22/17,SG,,,,
27875,3/11/17,SG,,,,
27882,1/19/17,PH,,,,
27883,5/21/17,TH,,,,
27884,5/3/17,TW,,,,
27887,3/16/17,MY,,,,
27892,1/22/17,MY,,,,
27901,5/4/17,VN,,,,
27906,1/12/17,ID,,,,
27909,3/22/17,VN,,,,
27912,5/30/17,SG,,,,
27917,4/5/17,MY,,,,
27926,2/7/17,TH,,,,
27931,5/18/17,ID,,,,
27933,3/7/17,MY,,,,
27940,1/12/17,ID,,,,
27941,3/25/17,MY,,,,
27948,2/3/17,PH,,,,
27954,2/1/17,VN,,,,
27964,2/18/17,SG,,,,
27970,3/2/17,MY,,,,
27979,2/26/17,SG,,,,
27989,1/28/17,PH,,,,
27998,1/13/17,TW,,,,
27999,5/29/17,MY,,,,
28003,4/30/17,TH,,,,
28011,5/25/17,PH,,,,
28015,4/13/17,MY,,,,
28021,1/20/17,SG,,,,
28030,4/16/17,MY,,,,
28035,1/25/17,VN,,,,
28044,2/4/17,SG,,,,
28045,1/24/17,TH,,,,
28048,1/6/17,PH,,,,
28051,1/21/17,VN,,,,
28057,4/6/17,TH,,,,
28067,5/18/17,TW,,,,
28074,1/30/17,PH,,,,
28083,2/12/17,VN,,,,
28085,2/16/17,ID,,,,
28088,1/27/17,PH,,,,
28091,4/1/17,VN,,,,
28096,5/15/17,VN,,,,
28106,2/4/17,PH,,,,
28107,1/16/17,PH,,,,
28111,1/6/17,MY,,,,
28120,2/23/17,ID,,,,
28121,5/19/17,TH,,,,
28130,1/2/17,TW,,,,
28140,2/17/17,TW,,,,
28149,1/4/17,ID,,,,
28154,4/2/17,TW,,,,
28158,4/18/17,VN,,,,
28159,4/6/17,VN,,,,
28165,1/11/17,PH,,,,
28172,3/24/17,TW,,,,
28181,3/27/17,MY,,,,
28191,5/7/17,ID,,,,
28196,2/24/17,VN,,,,
28205,3/7/17,ID,,,,
28211,1/25/17,PH,,,,
28218,4/4/17,PH,,,,
28220,4/20/17,SG,,,,
28228,1/28/17,ID,,,,
28237,1/31/17,TH,,,,
28247,3/26/17,SG,,,,
28248,3/15/17,ID,,,,
28258,3/13/17,TW,,,,
28267,4/12/17,VN,,,,
28268,2/20/17,ID,,,,
28274,1/17/17,SG,,,,
28276,3/17/17,SG,,,,
28282,2/26/17,TW,,,,
28286,2/8/17,ID,,,,
28290,2/15/17,TW,,,,
28294,3/27/17,TH,,,,
28302,1/5/17,VN,,,,
28304,1/22/17,VN,,,,
28308,1/25/17,TW,,,,
28318,5/31/17,TW,,,,
28320,2/2/17,TH,,,,
28322,2/11/17,TH,,,,
28325,4/3/17,SG,,,,
28331,3/10/17,MY,,,,
28336,1/15/17,VN,,,,
28346,3/1/17,PH,,,,
28351,5/29/17,TH,,,,
28357,3/10/17,TW,,,,
28365,5/7/17,SG,,,,
28373,1/3/17,SG,,,,
28382,5/6/17,TH,,,,
28392,5/4/17,TW,,,,
28401,3/10/17,PH,,,,
28408,4/29/17,VN,,,,
28411,5/7/17,PH,,,,
28415,3/25/17,SG,,,,
28424,5/13/17,PH,,,,
28434,4/13/17,PH,,,,
28442,4/28/17,SG,,,,
28448,2/21/17,MY,,,,
28453,5/29/17,TW,,,,
28456,1/2/17,PH,,,,
28463,3/1/17,TW,,,,
28465,1/16/17,TH,,,,
28468,2/22/17,MY,,,,
28478,1/29/17,TW,,,,
28484,4/7/17,VN,,,,
28489,1/22/17,TH,,,,
28492,5/12/17,VN,,,,
28496,1/16/17,PH,,,,
28498,4/22/17,PH,,,,
28508,2/23/17,PH,,,,
28516,1/29/17,VN,,,,
28521,4/28/17,VN,,,,
28529,5/2/17,TW,,,,
28530,2/9/17,MY,,,,
28534,1/16/17,TW,,,,
28540,3/9/17,SG,,,,
28547,4/28/17,SG,,,,
28554,3/10/17,PH,,,,
28555,1/3/17,PH,,,,
28561,2/27/17,ID,,,,
28564,1/18/17,SG,,,,
28567,3/5/17,PH,,,,
28577,4/20/17,PH,,,,
28584,2/7/17,ID,,,,
28591,3/27/17,ID,,,,
28597,4/23/17,SG,,,,
28600,3/11/17,TH,,,,
28604,5/14/17,ID,,,,
28606,2/20/17,PH,,,,
28613,1/21/17,SG,,,,
28615,3/8/17,TH,,,,
28617,2/23/17,MY,,,,
28625,1/18/17,MY,,,,
28628,2/26/17,MY,,,,
28636,1/20/17,VN,,,,
28646,5/7/17,ID,,,,
28652,1/21/17,PH,,,,
28656,3/20/17,PH,,,,
28666,5/3/17,TH,,,,
28673,3/19/17,PH,,,,
28677,2/27/17,MY,,,,
28686,1/19/17,MY,,,,
28691,2/27/17,SG,,,,
28700,2/1/17,PH,,,,
